"NHS.region","Start.date","End.date","Central.estimate","Lower.bound","Upper.bound","Test","Median.mean","Min.age","Max.age","Data.source","N.tests"
"South East","16 June 2020","16 June 2020","0.059361019617577%","0.0390098779493553%","0.0894518052604709%","","","","","ONS-CIS",""
"South East","17 June 2020","17 June 2020","0.0581200388530797%","0.0387713060902712%","0.0851502570918745%","","","","","ONS-CIS",""
"South East","18 June 2020","18 June 2020","0.0570294121757808%","0.0386483629343815%","0.0819981129280695%","","","","","ONS-CIS",""
"South East","19 June 2020","19 June 2020","0.0560723783082962%","0.0385252337082266%","0.0792485997284297%","","","","","ONS-CIS",""
"South East","20 June 2020","20 June 2020","0.0552332960919148%","0.0381617275288244%","0.0774166573478798%","","","","","ONS-CIS",""
"South East","21 June 2020","21 June 2020","0.0544978638944339%","0.0378688839735989%","0.0755688375504464%","","","","","ONS-CIS",""
"South East","22 June 2020","22 June 2020","0.0426007063304764%","0.0269140425328003%","0.0629773691254064%","","","","","ONS-CIS",""
"South East","23 June 2020","23 June 2020","0.0424646718236067%","0.0273289208205132%","0.0616158380576421%","","","","","ONS-CIS",""
"South East","24 June 2020","24 June 2020","0.0423832269080391%","0.0275076393109278%","0.0606850007045986%","","","","","ONS-CIS",""
"South East","25 June 2020","25 June 2020","0.0423549557123131%","0.0278050486702834%","0.0600362394649633%","","","","","ONS-CIS",""
"South East","26 June 2020","26 June 2020","0.0423774338108585%","0.0280769798878613%","0.0593219196591409%","","","","","ONS-CIS",""
"South East","27 June 2020","27 June 2020","0.042447066333134%","0.0283791076082569%","0.0589066229694392%","","","","","ONS-CIS",""
"South East","28 June 2020","28 June 2020","0.0425592943489023%","0.0287350681070646%","0.0590132962509907%","","","","","ONS-CIS",""
"South East","29 June 2020","29 June 2020","0.0467987346608986%","0.0172368312708228%","0.0966184146023061%","","","","","ONS-CIS",""
"South East","30 June 2020","30 June 2020","0.0467270948482305%","0.0182906473931521%","0.0931540832697849%","","","","","ONS-CIS",""
"South East","01 July 2020","01 July 2020","0.0467051192075356%","0.0191802071823583%","0.0904446623202093%","","","","","ONS-CIS",""
"South East","02 July 2020","02 July 2020","0.0467301513931051%","0.0200911586705756%","0.0882304469801755%","","","","","ONS-CIS",""
"South East","03 July 2020","03 July 2020","0.0432112775632282%","0.0159203908689395%","0.0905134429171565%","","","","","ONS-CIS",""
"South East","04 July 2020","04 July 2020","0.0431778543339879%","0.0168441727843782%","0.0867887546198548%","","","","","ONS-CIS",""
"South East","05 July 2020","05 July 2020","0.0431868952004685%","0.0174908742987301%","0.0846537449645206%","","","","","ONS-CIS",""
"South East","06 July 2020","06 July 2020","0.0432330591742745%","0.0184654642096672%","0.0834712784858344%","","","","","ONS-CIS",""
"South East","07 July 2020","07 July 2020","0.0433079114546518%","0.0191703631347316%","0.081446262076288%","","","","","ONS-CIS",""
"South East","08 July 2020","08 July 2020","0.0434002297840563%","0.0196295031615665%","0.0799531572547755%","","","","","ONS-CIS",""
"South East","09 July 2020","09 July 2020","0.0434967008560047%","0.0201658398765542%","0.0794289503566836%","","","","","ONS-CIS",""
"South East","10 July 2020","10 July 2020","0.0665250709055247%","0.0207925578213067%","0.165209199923976%","","","","","ONS-CIS",""
"South East","11 July 2020","11 July 2020","0.0643417988440631%","0.0213390038631309%","0.153219019411495%","","","","","ONS-CIS",""
"South East","12 July 2020","12 July 2020","0.0623388989431991%","0.0216629566913855%","0.142333752904424%","","","","","ONS-CIS",""
"South East","13 July 2020","13 July 2020","0.0604867344830928%","0.0216713294432819%","0.133732668077086%","","","","","ONS-CIS",""
"South East","14 July 2020","14 July 2020","0.0587521224553509%","0.0216212518558322%","0.127212756128941%","","","","","ONS-CIS",""
"South East","15 July 2020","15 July 2020","0.0442072129389591%","0.0165440933951057%","0.0992343254173394%","","","","","ONS-CIS",""
"South East","16 July 2020","16 July 2020","0.0434514594846839%","0.0167502904400971%","0.0949195261985202%","","","","","ONS-CIS",""
"South East","17 July 2020","17 July 2020","0.0427627279174173%","0.0171404602302482%","0.0890735988473383%","","","","","ONS-CIS",""
"South East","18 July 2020","18 July 2020","0.0421349893959098%","0.0173638934935397%","0.0846987915089536%","","","","","ONS-CIS",""
"South East","19 July 2020","19 July 2020","0.0415619699066206%","0.0176987567859511%","0.0810718701970753%","","","","","ONS-CIS",""
"South East","20 July 2020","20 July 2020","0.0410372328302085%","0.0178573860392449%","0.0774176361697461%","","","","","ONS-CIS",""
"South East","21 July 2020","21 July 2020","0.0405545652871908%","0.0178116107937528%","0.0752328911156803%","","","","","ONS-CIS",""
"South East","22 July 2020","22 July 2020","0.0401084825912652%","0.0179762044747795%","0.0723381091677907%","","","","","ONS-CIS",""
"South East","23 July 2020","23 July 2020","0.0396946840304386%","0.018011295722574%","0.0710386102172081%","","","","","ONS-CIS",""
"South East","24 July 2020","24 July 2020","0.0393103336316837%","0.0180285443026563%","0.0689024495438661%","","","","","ONS-CIS",""
"South East","25 July 2020","25 July 2020","0.0389540992480001%","0.0180212675318302%","0.0674372277544863%","","","","","ONS-CIS",""
"South East","26 July 2020","26 July 2020","0.0310645846429402%","0.0051432324958138%","0.0807023412683995%","","","","","ONS-CIS",""
"South East","27 July 2020","27 July 2020","0.0305086379280578%","0.0055200352721283%","0.075449122932777%","","","","","ONS-CIS",""
"South East","28 July 2020","28 July 2020","0.0300436283539312%","0.0058736426095466%","0.0721765375120978%","","","","","ONS-CIS",""
"South East","29 July 2020","29 July 2020","0.0296707209033167%","0.0062749039233969%","0.0695467885082435%","","","","","ONS-CIS",""
"South East","30 July 2020","30 July 2020","0.0293922637543836%","0.006649478483269%","0.0676774624590212%","","","","","ONS-CIS",""
"South East","31 July 2020","31 July 2020","0.0402699818217571%","0.0097908537800997%","0.0827968965003791%","","","","","ONS-CIS",""
"South East","01 August 2020","01 August 2020","0.0404195733075512%","0.0104967433417401%","0.0819608874583509%","","","","","ONS-CIS",""
"South East","02 August 2020","02 August 2020","0.0406052731202663%","0.01112725701749%","0.0810818719500769%","","","","","ONS-CIS",""
"South East","03 August 2020","03 August 2020","0.0408292866112688%","0.0120707040368496%","0.0799308780193784%","","","","","ONS-CIS",""
"South East","04 August 2020","04 August 2020","0.0410938130928505%","0.0127613068464835%","0.0793323957357238%","","","","","ONS-CIS",""
"South East","05 August 2020","05 August 2020","0.0414008451104801%","0.0135439529893882%","0.0786176132767729%","","","","","ONS-CIS",""
"South East","06 August 2020","06 August 2020","0.0417522924542167%","0.0143898521338428%","0.0780525866056754%","","","","","ONS-CIS",""
"South East","07 August 2020","07 August 2020","0.042150327741711%","0.0152047829058022%","0.0773467840489741%","","","","","ONS-CIS",""
"South East","08 August 2020","08 August 2020","0.0425978139287975%","0.0160889380018018%","0.0769460970694736%","","","","","ONS-CIS",""
"South East","09 August 2020","09 August 2020","0.0589944041054956%","0.0207810847301927%","0.110072897110291%","","","","","ONS-CIS",""
"South East","10 August 2020","10 August 2020","0.0589557845882986%","0.0217024218752414%","0.107669469537422%","","","","","ONS-CIS",""
"South East","11 August 2020","11 August 2020","0.0589684679560942%","0.0226459627129928%","0.10522268061518%","","","","","ONS-CIS",""
"South East","12 August 2020","12 August 2020","0.0590382989720831%","0.02362588963172%","0.10354310387163%","","","","","ONS-CIS",""
"South East","13 August 2020","13 August 2020","0.059171976302755%","0.0247650229615982%","0.102063106380297%","","","","","ONS-CIS",""
"South East","14 August 2020","14 August 2020","0.0552455869230057%","0.0234477937706828%","0.0921063430121572%","","","","","ONS-CIS",""
"South East","15 August 2020","15 August 2020","0.056020264538898%","0.02481846099528%","0.0923334410987369%","","","","","ONS-CIS",""
"South East","16 August 2020","16 August 2020","0.0568289986995134%","0.0263635869030736%","0.0924013207964276%","","","","","ONS-CIS",""
"South East","17 August 2020","17 August 2020","0.0576708499297189%","0.0278753992230404%","0.0928894119524159%","","","","","ONS-CIS",""
"South East","18 August 2020","18 August 2020","0.0585452808032018%","0.029320262035577%","0.0927744236634982%","","","","","ONS-CIS",""
"South East","19 August 2020","19 August 2020","0.0594522300756455%","0.0306661643742096%","0.0928218887646768%","","","","","ONS-CIS",""
"South East","20 August 2020","20 August 2020","0.0603920287207621%","0.0321962917186536%","0.0936714136967638%","","","","","ONS-CIS",""
"South East","21 August 2020","21 August 2020","0.0705896970545564%","0.0361958806981735%","0.110065920407473%","","","","","ONS-CIS",""
"South East","22 August 2020","22 August 2020","0.0711922968905274%","0.0376410832035768%","0.109903442982856%","","","","","ONS-CIS",""
"South East","23 August 2020","23 August 2020","0.0718355370277219%","0.0389477690475609%","0.109882190725922%","","","","","ONS-CIS",""
"South East","24 August 2020","24 August 2020","0.072520605082677%","0.0401747482630406%","0.109915424458721%","","","","","ONS-CIS",""
"South East","25 August 2020","25 August 2020","0.0732487003371167%","0.0415718679262111%","0.109747837781609%","","","","","ONS-CIS",""
"South East","26 August 2020","26 August 2020","0.0740210194512132%","0.0431153389735046%","0.109896003344064%","","","","","ONS-CIS",""
"South East","27 August 2020","27 August 2020","0.0748386528355215%","0.0445996283995288%","0.110471917840285%","","","","","ONS-CIS",""
"South East","28 August 2020","28 August 2020","0.0791726175510145%","0.0380660135156223%","0.138550720027641%","","","","","ONS-CIS",""
"South East","29 August 2020","29 August 2020","0.0789022672392532%","0.0389612524089289%","0.136045661968116%","","","","","ONS-CIS",""
"South East","30 August 2020","30 August 2020","0.0790330104927557%","0.0396881545996692%","0.134507377017569%","","","","","ONS-CIS",""
"South East","31 August 2020","31 August 2020","0.0795289107331002%","0.0408724210619188%","0.13392984468388%","","","","","ONS-CIS",""
"South East","01 September 2020","01 September 2020","0.0803522279619496%","0.0424197176255148%","0.132859814749287%","","","","","ONS-CIS",""
"South East","02 September 2020","02 September 2020","0.0814589669973583%","0.0437197707166008%","0.133287271394929%","","","","","ONS-CIS",""
"South East","03 September 2020","03 September 2020","0.0827936831632525%","0.045174079670022%","0.134140482376461%","","","","","ONS-CIS",""
"South East","04 September 2020","04 September 2020","0.0842855147493342%","0.0466432015563157%","0.135749264667036%","","","","","ONS-CIS",""
"South East","05 September 2020","05 September 2020","0.0900719463137611%","0.0487838655237944%","0.143594918702064%","","","","","ONS-CIS",""
"South East","06 September 2020","06 September 2020","0.0887284696424821%","0.049691052167735%","0.139366316778996%","","","","","ONS-CIS",""
"South East","07 September 2020","07 September 2020","0.087682592805916%","0.0505557031429702%","0.135342430998633%","","","","","ONS-CIS",""
"South East","08 September 2020","08 September 2020","0.0869109662710367%","0.0508861777687933%","0.1334137063718%","","","","","ONS-CIS",""
"South East","09 September 2020","09 September 2020","0.0863921405304211%","0.0511663169885258%","0.131960604395331%","","","","","ONS-CIS",""
"South East","10 September 2020","10 September 2020","0.0861050448927134%","0.0516947214593729%","0.130871162587423%","","","","","ONS-CIS",""
"South East","11 September 2020","11 September 2020","0.0860274740277755%","0.0517340052104336%","0.13025839022971%","","","","","ONS-CIS",""
